사고번호,발생일시,발생요일,발생시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자차종,가해운전자성별,가해운전자연령,가해운전자상해정도,피해운전자차종,피해운전자성별,피해운전자연령,피해운전자상해정도,위도,경도
2.0160102E15,2016010211,토요일,서울특별시 강서구 내발산동,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,78세,사망,승합,남,45세,상해없음,37.55799275,126.84450319
2.0160106E15,2016010608,수요일,서울특별시 영등포구 양평동5가,사망사고,1,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,사망,승용,남,37세,경상,37.54202946,126.89525204
2.0160107E15,2016010712,목요일,서울특별시 동대문구 용두동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,보행자,여,76세,사망,37.58064296,127.02984978
2.0160107E15,2016010719,목요일,서울특별시 양천구 목동,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,자전,남,15세,상해없음,자전거,남,64세,사망,37.52665506,126.86988952
2.0160108E15,2016010800,금요일,서울특별시 마포구 상암동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,18세,사망,,,,,37.57832448,126.87921663
2.0160109E15,2016010918,토요일,서울특별시 서초구 서초동,사망사고,1,0,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,41세,상해없음,보행자,여,70세,사망,37.48254387,127.00442782
2.016011E15,2016011019,일요일,서울특별시 서초구 내곡동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,60세,사망,37.45729896,127.05962539
2.016012E15,2016012000,수요일,서울특별시 중구 봉래동2가,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,73세,사망,37.55493928,126.97227529
2.016013E15,2016013003,토요일,서울특별시 영등포구 당산동,사망사고,1,5,0,0,차대차 - 측면직각충돌,과속,포장 - 습기,맑음,단일로 - 기타,승용,남,52세,중상,화물,남,53세,중상,37.5422541,126.88811881
2.0160203E15,2016020304,수요일,서울특별시 도봉구 도봉동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,61세,상해없음,보행자,여,77세,사망,37.67291482,127.04406639
2.0160203E15,2016020310,수요일,서울특별시 성북구 종암동,사망사고,1,0,0,0,차대사람 - 기타,과속,포장 - 건조,맑음,단일로 - 기타,화물,남,24세,상해없음,보행자,여,71세,사망,37.59741779,127.03919191
2.0160204E15,2016020414,목요일,서울특별시 관악구 봉천동,사망사고,1,0,0,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,62세,상해없음,보행자,여,74세,사망,37.47396561,126.96574963
2.0160204E15,2016020423,목요일,서울특별시 마포구 성산동,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,원동,남,53세,사망,,,,,37.56398421,126.91270451
2.0160205E15,2016020505,금요일,서울특별시 은평구 갈현동,사망사고,1,0,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,47세,상해없음,보행자,남,60세,사망,37.61435684,126.91023506
2.0160205E15,2016020515,금요일,서울특별시 관악구 신림동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,49세,상해없음,보행자,여,85세,사망,37.47557926,126.91625836
2.0160206E15,2016020605,토요일,서울특별시 관악구 신림동,사망사고,1,0,0,0,차대차 - 추돌 - 진행중,중앙선침범,포장 - 건조,기타,교차로 - 교차로부근,이륜,남,28세,사망,화물,남,25세,상해없음,37.48984992,126.92312444
2.0160206E15,2016020606,토요일,서울특별시 은평구 대조동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,보행자,남,24세,사망,37.60873645,126.93123955
2.0160206E15,2016020614,토요일,서울특별시 송파구 석촌동,사망사고,1,0,0,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,미분류 - 미분류,화물,남,69세,사망,승용,남,65세,상해없음,37.50256605,127.10037216
2.0160206E15,2016020617,토요일,서울특별시 동작구 노량진동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동,남,23세,사망,승용,남,50세,기타불명,37.50888594,126.94023513
2.016021E15,2016021002,수요일,서울특별시 광진구 자양동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동,남,29세,사망,,,,,37.5373069,127.08031059
2.016021E15,2016021005,수요일,서울특별시 광진구 중곡동,사망사고,1,3,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,사망,승용,남,55세,중상,37.56425284,127.07652475
2.016021E15,2016021009,수요일,서울특별시 양천구 신정동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,보행자,여,90세,사망,37.52788594,126.86243224
2.016021E15,2016021020,수요일,서울특별시 동대문구 용두동,사망사고,1,0,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,남,74세,사망,37.57667633,127.03881014
2.0160301E15,2016030107,화요일,서울특별시 동대문구 청량리동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,66세,상해없음,보행자,남,83세,사망,37.58068706,127.04571666
2.0160301E15,2016030113,화요일,서울특별시 동대문구 휘경동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,사망,화물,남,49세,기타불명,37.5885892,127.05662844
2.0160302E15,2016030211,수요일,서울특별시 강남구 개포동,사망사고,1,1,3,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,부상신고,승용,남,59세,경상,37.49142755,127.07270552
2.0160302E15,2016030216,수요일,서울특별시 강서구 외발산동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,건설,남,61세,상해없음,보행자,남,38세,사망,37.55181269,126.81660436
2.0160303E15,2016030300,목요일,서울특별시 성동구 응봉동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,승용,남,41세,상해없음,보행자,남,72세,사망,37.55436864,127.03439636
2.0160304E15,2016030414,금요일,서울특별시 노원구 공릉동,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,이륜,남,53세,사망,37.62228991,127.0891028
2.0160304E15,2016030423,금요일,서울특별시 서초구 내곡동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,34세,상해없음,보행자,남,57세,사망,37.45847867,127.05692737
2.0160305E15,2016030503,토요일,서울특별시 강동구 암사동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,포장 - 습기,비,기타 - 기타,승용,남,35세,상해없음,이륜,남,48세,사망,37.5626001,127.14080276
2.0160306E15,2016030604,일요일,서울특별시 강동구 둔촌동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,맑음,단일로 - 횡단보도상,승용,남,57세,상해없음,보행자,여,40세,사망,37.53647497,127.14850048
2.0160307E15,2016030713,월요일,서울특별시 성동구 응봉동,사망사고,1,0,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,특수,남,48세,상해없음,보행자,여,75세,사망,37.55425981,127.03422721
2.0160308E15,2016030814,화요일,서울특별시 성동구 성수동1가,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,건설,남,55세,상해없음,보행자,여,77세,사망,37.54064883,127.04799721
2.0160309E15,2016030909,수요일,서울특별시 강북구 미아동,사망사고,1,0,0,0,차대사람 - 횡단중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,84세,사망,37.62638422,127.01820664
2.0160309E15,2016030921,수요일,서울특별시 동대문구 용두동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,보행자,남,36세,사망,37.57805038,127.03523423
2.016031E15,2016031017,목요일,서울특별시 관악구 봉천동,사망사고,1,0,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,29세,상해없음,보행자,남,8세,사망,37.48041658,126.95723221
2.016032E15,2016032007,일요일,서울특별시 양천구 신월동,사망사고,1,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,사망,,,,,37.52268751,126.83667436
2.0160401E15,2016040101,금요일,서울특별시 강북구 미아동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,73세,상해없음,보행자,남,47세,사망,37.61016371,127.03255318
2.0160402E15,2016040204,토요일,서울특별시 성동구 성수동1가,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,남,60세,사망,37.53405749,127.05686546
2.0160403E15,2016040303,일요일,서울특별시 동작구 노량진동,사망사고,2,0,0,0,차대차 - 추돌 - 진행중,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,사망,화물,남,38세,기타불명,37.51645439,126.94785074
2.0160406E15,2016040605,수요일,서울특별시 용산구 서빙고동,사망사고,1,1,1,0,차대차 - 추돌 - 진행중,과속,포장 - 건조,흐림,단일로 - 교량,승용,남,54세,상해없음,이륜,남,59세,사망,37.51468799,126.99630574
2.0160406E15,2016040610,수요일,서울특별시 성동구 송정동,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전,여,58세,사망,,,,,37.55823891,127.07099959
2.0160406E15,2016040623,수요일,서울특별시 영등포구 신길동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승합,남,56세,상해없음,보행자,남,43세,사망,37.49939003,126.90516369
2.0160407E15,2016040705,목요일,서울특별시 서초구 서초동,사망사고,1,0,0,0,차대사람 - 보도통행중,신호위반,포장 - 습기,비,교차로 - 교차로부근,승용,남,39세,상해없음,보행자,여,68세,사망,37.48359,127.0088774
2.0160409E15,2016040922,토요일,서울특별시 동작구 상도동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부,승합,남,24세,상해없음,보행자,남,50세,사망,37.50148755,126.94117283
2.016041E15,2016041016,일요일,서울특별시 용산구 이태원동,사망사고,1,0,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동,남,17세,사망,승합,남,57세,상해없음,37.53483823,126.98285954
2.016043E15,2016043017,토요일,서울특별시 금천구 독산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,보행자,여,93세,사망,37.46883064,126.90234468
2.0160502E15,2016050207,월요일,서울특별시 성동구 홍익동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,60세,상해없음,보행자,남,76세,사망,37.56602262,127.03656586
2.0160502E15,2016050220,월요일,서울특별시 강동구 둔촌동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,화물,남,67세,상해없음,보행자,남,74세,사망,37.53887043,127.15264795
2.0160503E15,2016050316,화요일,서울특별시 동대문구 전농동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,74세,상해없음,보행자,여,56세,사망,37.57849537,127.05720247
2.0160503E15,2016050321,화요일,서울특별시 영등포구 여의도동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,화물,남,54세,상해없음,보행자,남,26세,사망,37.53212167,126.90910627
2.0160504E15,2016050417,수요일,서울특별시 동작구 대방동,사망사고,1,0,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,이륜,남,22세,사망,37.49988349,126.92250648
2.0160505E15,2016050501,목요일,서울특별시 강남구 논현동,사망사고,1,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,26세,중상,보행자,남,62세,사망,37.50711207,127.02345477
2.0160506E15,2016050610,금요일,서울특별시 강동구 둔촌동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 습기,비,단일로 - 기타,이륜,남,69세,사망,,,,,37.56802841,127.15359514
2.016051E15,2016051002,화요일,서울특별시 성북구 정릉동,사망사고,1,0,0,0,차량단독 - 전도전복,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동,남,44세,사망,,,,,37.60257128,127.01832627
2.0160601E15,2016060103,수요일,서울특별시 마포구 서교동,사망사고,1,0,0,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,23세,사망,승용,남,57세,상해없음,37.55261866,126.91825057
2.0160603E15,2016060320,금요일,서울특별시 성동구 성수동1가,사망사고,1,0,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,남,61세,사망,37.54988353,127.04456781
2.0160603E15,2016060321,금요일,서울특별시 강남구 삼성동,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,이륜,남,24세,사망,37.51988863,127.05698321
2.0160608E15,2016060816,수요일,서울특별시 구로구 오류동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,25세,상해없음,보행자,남,85세,사망,37.4957982,126.84437862
2.016061E15,2016061004,금요일,서울특별시 강남구 논현동,사망사고,1,0,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,34세,상해없음,보행자,남,35세,사망,37.51360342,127.04254791
2.0160702E15,2016070202,토요일,서울특별시 성북구 하월곡동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,이륜,남,22세,사망,,,,,37.60471536,127.04531
2.0160703E15,2016070302,일요일,서울특별시 종로구 혜화동,사망사고,1,0,0,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,39세,사망,승용,남,64세,상해없음,37.58567295,127.0014117
2.0160703E15,2016070305,일요일,서울특별시 성북구 안암동5가,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,남,70세,사망,37.58532889,127.03184772
2.0160704E15,2016070423,월요일,서울특별시 서초구 서초동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,35세,상해없음,보행자,남,61세,사망,37.48433325,127.03210538
2.0160706E15,2016070616,수요일,서울특별시 양천구 신월동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,남,87세,사망,37.52746064,126.84891152
2.0160708E15,2016070800,금요일,서울특별시 중랑구 묵동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,사망,,,,,37.62018495,127.08514493
2.0160708E15,2016070822,금요일,서울특별시 영등포구 대림동,사망사고,1,0,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,이륜,남,21세,사망,37.50119961,126.89904344
2.016072E15,2016072017,수요일,서울특별시 은평구 응암동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,건설,남,62세,상해없음,보행자,여,71세,사망,37.59389844,126.91789538
2.016073E15,2016073020,토요일,서울특별시 영등포구 신길동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,59세,사망,37.50522866,126.9225332
2.016073E15,2016073020,토요일,서울특별시 동작구 대방동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,49세,사망,37.49957638,126.9060141
2.0160803E15,2016080308,수요일,서울특별시 양천구 신월동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,여,81세,사망,37.52252579,126.83676632
2.0160804E15,2016080405,목요일,서울특별시 성동구 성수동1가,사망사고,1,1,0,0,차량단독 - 전도전복,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,,,,,37.53809937,127.04366605
2.0160808E15,2016080808,월요일,서울특별시 중랑구 면목동,사망사고,1,0,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,여,58세,상해없음,보행자,여,51세,사망,37.58624334,127.078371
2.0160808E15,2016080814,월요일,서울특별시 노원구 상계동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,건설,남,38세,상해없음,보행자,여,82세,사망,37.67125339,127.08219945
2.016082E15,2016082002,토요일,서울특별시 영등포구 당산동3가,사망사고,1,0,0,0,차량단독 - 전도전복,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,61세,사망,,,,,37.52436819,126.89450059
2.0160901E15,2016090121,목요일,서울특별시 동대문구 신설동,사망사고,1,0,0,1,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,자전,남,54세,사망,자전거,남,47세,상해없음,37.57549691,127.02775308
2.0160902E15,2016090222,금요일,서울특별시 동대문구 장안동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,흐림,교차로 - 교차로안,승용,남,62세,상해없음,보행자,남,62세,사망,37.56770048,127.06291687
2.0160903E15,2016090301,토요일,서울특별시 광진구 자양동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승합,남,54세,상해없음,보행자,여,34세,사망,37.53110919,127.08644578
2.0160904E15,2016090420,일요일,서울특별시 금천구 시흥동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,42세,상해없음,보행자,남,58세,사망,37.45062426,126.90973664
2.0160905E15,2016090510,월요일,서울특별시 중구 서소문동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설,남,48세,기타불명,보행자,남,76세,사망,37.56387887,126.9765331
2.0160906E15,2016090608,화요일,서울특별시 종로구 청운동,사망사고,1,0,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,이륜,남,17세,사망,37.58505923,126.97018938
2.0160906E15,2016090615,화요일,서울특별시 금천구 시흥동,사망사고,1,0,5,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,경상,승합,남,61세,경상,37.45082429,126.92101838
2.0160907E15,2016090701,수요일,서울특별시 송파구 잠실동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,기,기타,기타불명,37.5169643,127.08059429
2.0160909E15,2016090907,금요일,서울특별시 동대문구 답십리동,사망사고,1,0,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,자전거,남,60세,사망,37.57126302,127.05387069
2.0160909E15,2016090909,금요일,서울특별시 중구 명동1가,사망사고,1,1,2,2,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,54세,상해없음,보행자,남,63세,사망,37.5643123,126.98490915
2.0160909E15,2016090914,금요일,서울특별시 중구 을지로2가,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,53세,상해없음,이륜,남,58세,사망,37.56609988,126.98764842
2.016091E15,2016091004,토요일,서울특별시 강동구 상일동,사망사고,1,0,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,남,56세,사망,37.56226125,127.17308582
2.016092E15,2016092014,화요일,서울특별시 금천구 독산동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,66세,상해없음,보행자,여,74세,사망,37.46661373,126.90243018
2.016093E15,2016093014,금요일,서울특별시 금천구 독산동,사망사고,1,0,0,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,이륜,남,59세,사망,승합,남,61세,상해없음,37.46878224,126.89795958
2.0161002E15,2016100218,일요일,서울특별시 영등포구 영등포동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,승합,남,48세,상해없음,보행자,남,51세,사망,37.51503631,126.90456766
2.0161003E15,2016100302,월요일,서울특별시 관악구 봉천동,사망사고,1,0,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,32세,상해없음,보행자,여,88세,사망,37.4816907,126.94780692
2.0161003E15,2016100304,월요일,서울특별시 영등포구 양평동6가,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 습기,비,단일로 - 기타,화물,남,57세,상해없음,보행자,남,22세,사망,37.54465302,126.88698644
2.0161003E15,2016100305,월요일,서울특별시 종로구 창신동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,승용,남,56세,상해없음,보행자,여,80세,사망,37.57690694,127.01537726
2.0161003E15,2016100305,월요일,서울특별시 은평구 역촌동,사망사고,1,0,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 습기,비,교차로 - 교차로안,자전,남,72세,사망,화물,남,71세,상해없음,37.60917622,126.91608818
2.0161004E15,2016100401,화요일,서울특별시 강남구 신사동,사망사고,1,0,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,이륜,남,34세,사망,37.5214672,127.03387663
2.0161004E15,2016100405,화요일,서울특별시 서초구 서초동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,여,76세,사망,37.48531156,127.01762098
2.0161005E15,2016100509,수요일,서울특별시 광진구 자양동,사망사고,1,0,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,53세,상해없음,보행자,여,76세,사망,37.53618281,127.07349161
2.0161005E15,2016100512,수요일,서울특별시 노원구 상계동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,52세,상해없음,보행자,여,82세,사망,37.67823303,127.05358247
2.0161006E15,2016100605,목요일,서울특별시 구로구 궁동,사망사고,1,0,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,이륜,남,52세,사망,승용,남,34세,경상,37.49719169,126.82928639
2.0161007E15,2016100704,금요일,서울특별시 서초구 방배동,사망사고,1,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,남,46세,중상,37.45726464,127.04579719
2.0161007E15,2016100719,금요일,서울특별시 서대문구 홍제동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 횡단보도부,승용,여,52세,상해없음,보행자,남,57세,사망,37.58788351,126.94535268
2.0161008E15,2016100800,토요일,서울특별시 중구 신당동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승합,남,53세,상해없음,보행자,남,50세,사망,37.56571092,127.01858862
2.0161008E15,2016100814,토요일,서울특별시 서대문구 연희동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,남,55세,사망,37.56630201,126.92395305
2.0161008E15,2016100819,토요일,서울특별시 강동구 강일동,사망사고,1,0,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,원동기,남,33세,사망,37.55468788,127.14432782
2.016101E15,2016101018,월요일,서울특별시 도봉구 창동,사망사고,1,0,0,0,차대차 - 측면직각충돌,신호위반,포장 - 기타,맑음,교차로 - 교차로안,원동,남,58세,사망,승용,여,56세,상해없음,37.64577192,127.05489903
2.016102E15,2016102004,목요일,서울특별시 서대문구 북가좌동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,승용,남,42세,상해없음,보행자,남,78세,사망,37.58106754,126.91147176
